loan_id,customer_id,product_type,principal_amount,interest_rate,term_months,origination_date,origination_channel,status,borrower_info
L0000035,C004252,Student,98853.43,3.94,120,2020-07-05,broker,default,"{""credit_score"": 803, ""employment"": ""retired"", ""annual_income"": 229952, ""years_employed"": 26}"
L0004228,C005151,mortgage,132169,5.77,360,2024-02-04,partner,active,"{""credit_score"": 725, ""employment"": ""salaried"", ""annual_income"": 134494, ""years_employed"": 22}"
L0007733,C002216,student,31709.92,8.34,240,2024-12-12,online,closed,"{""credit_score"": 723, ""employment"": ""retired"", ""annual_income"": 213757, ""years_employed"": 10}"
L0006947,C004542,PERSONAL,38798.95,16.25,48,2025-02-02,broker,closed,"{""credit_score"": 583, ""employment"": ""self-employed"", ""annual_income"": 122272, ""years_employed"": 25}"
L0003352,C004256,STUDENT,166530,4.76,240,2023-03-01,partner,active,"{""credit_score"": 780, ""employment"": ""self-employed"", ""annual_income"": 212209, ""years_employed"": 23}"
L0007831,C000485,personal,"48,719.51",10.79,36,2022-01-04,partner,closed,"{""credit_score"": 778, ""employment"": ""salaried"", ""annual_income"": 94830, ""years_employed"": 21}"
L0004265,C003925,AUTO,73003.49,10.37,72,2020-10-09,broker,default,"{""credit_score"": 589, ""employment"": ""self-employed"", ""annual_income"": 108958, ""years_employed"": 0}"
L0006480,C004501,auto,33051.01,11.64,72,13-May-2023,broker,active,"{""credit_score"": 788, ""employment"": ""self-employed"", ""annual_income"": 98383, ""years_employed"": 14}"
L0002180,C001798,STUDENT,193443.11,9.64,60,2022-05-17,partner,closed,"{""credit_score"": 811, ""employment"": ""unemployed"", ""annual_income"": 162470, ""years_employed"": 19}"
L0001564,C001548,student,199323,3.37,60,2025-01-03,online,charged_off,"{""credit_score"": 593, ""employment"": ""unemployed"", ""annual_income"": 45307, ""years_employed"": 7}"
L0008833,C005114,AUTO,54690,4.5,60,2022-07-03,online,closed,"{""credit_score"": 606, ""employment"": ""unemployed"", ""annual_income"": 40188, ""years_employed"": 24}"
L0009272,C001387,STUDENT,11834.78,11.76,120,2020-07-26,branch,active,"{""credit_score"": 828, ""employment"": ""retired"", ""annual_income"": 91169, ""years_employed"": 20}"
L0002646,C001461,Personal,"12,122.60",7.04,24,2022-02-25,online,closed,"{""credit_score"": 833, ""employment"": ""retired"", ""annual_income"": 167525, ""years_employed"": 8}"
L0007388,C003901,student,109185.65,3.2,120,2023-12-03,partner,closed,"{""credit_score"": 764, ""employment"": ""retired"", ""annual_income"": 77632, ""years_employed"": 16}"
L0002443,C005837,STUDENT,184025,8.74,120,02-Oct-2023,branch,default,"{""credit_score"": 822, ""employment"": ""unemployed"", ""annual_income"": 234854, ""years_employed"": 3}"
L0008577,C001113,Mortgage,1414804.70,5.25,120,2020-06-12,broker,active,"{""credit_score"": 722, ""employment"": ""self-employed"", ""annual_income"": 294931, ""years_employed"": 12}"
L0001792,C001778,personal,28323,16.83,60,2023-06-19,partner,active,"{""credit_score"": 689, ""employment"": ""self-employed"", ""annual_income"": 120871, ""years_employed"": 8}"
L0009574,C002882,student,32858,7.18,120,2023-04-27,online,active,"{""credit_score"": 625, ""employment"": ""self-employed"", ""annual_income"": 186195, ""years_employed"": 14}"
L0001290,C004490,PERSONAL,30878.12,24.49,36,2022-08-21,partner,active,"{""credit_score"": 700, ""employment"": ""self-employed"", ""annual_income"": 149974, ""years_employed"": 29}"
L0002917,C001974,Auto,37205,7.96,48,2021-09-28,online,closed,"{""credit_score"": 703, ""employment"": ""retired"", ""annual_income"": 46957, ""years_employed"": 14}"
L0001065,C000305,Auto,"$54,279.35",11.74,36,11/22/2023,online,closed,"{""credit_score"": 814, ""employment"": ""unemployed"", ""annual_income"": 242451, ""years_employed"": 25}"
L0003492,C001555,mortgage,470699.75,3.4,360,2023-06-10,branch,active,"{""credit_score"": 599, ""employment"": ""self-employed"", ""annual_income"": 276520, ""years_employed"": 11}"
L0006410,C000488,personal,21450.71,11.31,12,2023-02-22,online,charged_off,"{""credit_score"": 600, ""employment"": ""retired"", ""annual_income"": 55040, ""years_employed"": 29}"
L0005966,C002934,student,"162,819.76",11.73,180,2023-05-31,online,active,"{""credit_score"": 836, ""employment"": ""retired"", ""annual_income"": 37071, ""years_employed"": 9}"
L0000838,C002666,Personal,47681,20.6,60,2022-05-15,online,closed,"{""credit_score"": 676, ""employment"": ""salaried"", ""annual_income"": 86812, ""years_employed"": 14}"
L0007997,C003186,Student,6347.21,3.65,180,2020-10-28,partner,closed,"{""credit_score"": 830, ""employment"": ""retired"", ""annual_income"": 237041, ""years_employed"": 23}"
L0000981,C000856,AUTO,"$47,804.97",13.26,84,01/14/2023,partner,active,"{""credit_score"": 711, ""employment"": ""retired"", ""annual_income"": 27448, ""years_employed"": 27}"
L0001854,C000659,personal,19789.22,12.32,48,2024-03-20,online,charged_off,"{""credit_score"": 701, ""employment"": ""retired"", ""annual_income"": 134233, ""years_employed"": 2}"
L0004993,C004614,auto,22060,4.42,36,2025-04-08,broker,active,"{""credit_score"": 592, ""employment"": ""salaried"", ""annual_income"": 225803, ""years_employed"": 29}"
L0005084,C002206,Auto,43306.79,13.79,48,2020-08-09,partner,closed,"{""credit_score"": 758, ""employment"": ""unemployed"", ""annual_income"": 144039, ""years_employed"": 13}"
L0009595,C000822,personal,41231,9.09,12,2021-07-22,broker,active,"{""credit_score"": 569, ""employment"": ""unemployed"", ""annual_income"": 110730, ""years_employed"": 8}"
L0000206,C005227,STUDENT,"155,427.30",10.37,120,2021-05-04,partner,active,"{""credit_score"": 694, ""employment"": ""retired"", ""annual_income"": 234855, ""years_employed"": 20}"
L0003054,C001632,AUTO,70066.54,4.26,48,2023-12-15,broker,active,"{""credit_score"": 607, ""employment"": ""unemployed"", ""annual_income"": 143895, ""years_employed"": 25}"
L0001342,C001823,STUDENT,42045,11.92,240,2020-10-24,broker,active,"{""credit_score"": 684, ""employment"": ""self-employed"", ""annual_income"": 295866, ""years_employed"": 17}"
L0007159,C004461,MORTGAGE,1076544,3.75,180,2022-04-02,broker,active,"{""credit_score"": 613, ""employment"": ""retired"", ""annual_income"": 158459, ""years_employed"": 22}"
L0000675,C004893,personal,34731.44,12.11,48,2024-02-02,online,active,"{""credit_score"": 750, ""employment"": ""retired"", ""annual_income"": 201294, ""years_employed"": 4}"
L0007958,C001161,Mortgage,996538.57,7.47,120,2023-01-15,partner,active,"{""credit_score"": 551, ""employment"": ""salaried"", ""annual_income"": 193590, ""years_employed"": 18}"
L0003097,C002277,STUDENT,83853,3.62,240,2020-03-05,broker,closed,"{""credit_score"": 586, ""employment"": ""salaried"", ""annual_income"": 88482, ""years_employed"": 22}"
L0000337,C002550,auto,"$50,249.71",11.46,84,11/26/2022,online,default,"{""credit_score"": 726, ""employment"": ""self-employed"", ""annual_income"": 125052, ""years_employed"": 20}"
L0001551,C004334,Auto,"47,662.70",9.12,60,2020-04-09,branch,active,"{""credit_score"": 563, ""employment"": ""salaried"", ""annual_income"": 93564, ""years_employed"": 8}"
L0003493,C003090,STUDENT,57009,9.16,180,2022-11-15,broker,active,"{""credit_score"": 581, ""employment"": ""salaried"", ""annual_income"": 34979, ""years_employed"": 28}"
L0000466,C000585,Student,"67,662.17",5.65,60,2022-04-15,branch,closed,"{""credit_score"": 572, ""employment"": ""retired"", ""annual_income"": 98676, ""years_employed"": 29}"
L0003739,C001257,Mortgage,"$1,791,609.27",3.8,240,05/13/2025,broker,active,"{""credit_score"": 694, ""employment"": ""self-employed"", ""annual_income"": 23303, ""years_employed"": 29}"
L0005335,C000940,Student,"$73,803.59",5.81,120,07/31/2021,branch,active,"{""credit_score"": 648, ""employment"": ""self-employed"", ""annual_income"": 122548, ""years_employed"": 4}"
L0009351,C004062,AUTO,"78,316.50",6.05,84,07-Oct-2022,branch,closed,"{""credit_score"": 837, ""employment"": ""retired"", ""annual_income"": 247229, ""years_employed"": 20}"
L0009675,C005412,Student,"$94,861.92",7.51,60,10/20/2022,broker,active,"{""credit_score"": 610, ""employment"": ""salaried"", ""annual_income"": 57517, ""years_employed"": 9}"
L0000998,C000723,personal,46491.52,18.8,12,2024-10-01,partner,active,"{""credit_score"": 755, ""employment"": ""unemployed"", ""annual_income"": 39214, ""years_employed"": 27}"
L0000340,C000177,Auto,6575,7.72,60,2024-05-31,broker,active,"{""credit_score"": 819, ""employment"": ""unemployed"", ""annual_income"": 54276, ""years_employed"": 3}"
L0009333,C000797,auto,29296.12,10.11,84,2020-11-19,broker,active,"{""credit_score"": 713, ""employment"": ""self-employed"", ""annual_income"": 116695, ""years_employed"": 11}"
L0004173,C002791,MORTGAGE,"$1,622,583.36",6.63,120,02/06/2024,broker,active,"{""credit_score"": 568, ""employment"": ""salaried"", ""annual_income"": 248228, ""years_employed"": 19}"
L0007566,C005584,mortgage,"1,423,071.41",6.79,180,2021-02-02,partner,active,"{""credit_score"": 604, ""employment"": ""salaried"", ""annual_income"": 181703, ""years_employed"": 8}"
L0006019,C002559,student,132205,5.76,240,2023-12-12,branch,active,"{""credit_score"": 787, ""employment"": ""self-employed"", ""annual_income"": 215000, ""years_employed"": 2}"
L0002978,C003191,Student,199965.78,9.7,240,2024-06-04,online,active,"{""credit_score"": 787, ""employment"": ""salaried"", ""annual_income"": 260133, ""years_employed"": 16}"
L0000115,C005768,Mortgage,1053109,6.93,240,2024-07-27,branch,active,"{""credit_score"": 677, ""employment"": ""self-employed"", ""annual_income"": 188871, ""years_employed"": 26}"
L0004647,C004389,PERSONAL,12335.13,16.08,36,2020-12-04,broker,closed,"{""credit_score"": 797, ""employment"": ""unemployed"", ""annual_income"": 245524, ""years_employed"": 20}"
L0000117,C004053,Mortgage,1176970.60,6.81,360,2022-09-20,online,active,"{""credit_score"": 630, ""employment"": ""unemployed"", ""annual_income"": 259346, ""years_employed"": 0}"
L0002367,C005563,MORTGAGE,"$935,492.92",4.78,240,06/19/2024,broker,closed,"{""credit_score"": 591, ""employment"": ""retired"", ""annual_income"": 112863, ""years_employed"": 3}"
L0006827,C002769,personal,41276.88,20.59,48,2023-10-09,online,charged_off,"{""credit_score"": 748, ""employment"": ""self-employed"", ""annual_income"": 277823, ""years_employed"": 7}"
L0009063,C005250,Personal,5581.49,22.18,12,2021-04-18,online,default,"{""credit_score"": 780, ""employment"": ""unemployed"", ""annual_income"": 163139, ""years_employed"": 18}"
L0001264,C004199,PERSONAL,38875,19.54,12,2022-03-21,partner,active,"{""credit_score"": 804, ""employment"": ""retired"", ""annual_income"": 175812, ""years_employed"": 25}"
L0007812,C001919,student,50456.28,8.46,120,2023-04-23,branch,active,"{""credit_score"": 574, ""employment"": ""salaried"", ""annual_income"": 233282, ""years_employed"": 5}"
L0007127,C004670,Mortgage,"$835,161.27",3.25,240,05/16/2020,partner,active,"{""credit_score"": 755, ""employment"": ""unemployed"", ""annual_income"": 212464, ""years_employed"": 5}"
L0009430,C003369,mortgage,"$387,163.34",6.34,180,04/27/2024,broker,charged_off,"{""credit_score"": 800, ""employment"": ""retired"", ""annual_income"": 51383, ""years_employed"": 17}"
L0004230,C005455,mortgage,1612606.68,4.19,360,2020-09-12,online,closed,"{""credit_score"": 617, ""employment"": ""unemployed"", ""annual_income"": 228767, ""years_employed"": 16}"
L0004978,C001912,PERSONAL,"$2,185.81",11.97,60,12/12/2024,branch,charged_off,"{""credit_score"": 643, ""employment"": ""unemployed"", ""annual_income"": 47676, ""years_employed"": 9}"
L0004980,C001174,personal,48392.77,18.14,48,2022-11-20,broker,active,"{""credit_score"": 759, ""employment"": ""self-employed"", ""annual_income"": 278364, ""years_employed"": 23}"
L0001421,C001056,auto,"5,117.29",14.68,36,2024-06-27,broker,active,"{""credit_score"": 614, ""employment"": ""salaried"", ""annual_income"": 297214, ""years_employed"": 8}"
L0003086,C004066,Student,"182,784.58",8.64,120,2022-10-30,partner,active,"{""credit_score"": 550, ""employment"": ""salaried"", ""annual_income"": 225425, ""years_employed"": 22}"
L0004846,C001978,personal,"31,698.91",10.53,24,2022-11-11,broker,closed,"{""credit_score"": 696, ""employment"": ""self-employed"", ""annual_income"": 46472, ""years_employed"": 12}"
L0006781,C004711,PERSONAL,"6,196.64",12.23,12,2025-01-01,partner,active,"{""credit_score"": 670, ""employment"": ""salaried"", ""annual_income"": 54496, ""years_employed"": 12}"
L0002671,C005355,AUTO,"67,964.88",10.78,84,2022-06-29,online,active,"{""credit_score"": 792, ""employment"": ""salaried"", ""annual_income"": 79002, ""years_employed"": 3}"
L0002632,C004543,personal,34842,17.52,24,2020-02-17,partner,active,"{""credit_score"": 597, ""employment"": ""unemployed"", ""annual_income"": 162211, ""years_employed"": 15}"
L0009723,C002328,personal,1171.54,9.04,60,2025-01-26,partner,active,"{""credit_score"": 816, ""employment"": ""self-employed"", ""annual_income"": 277519, ""years_employed"": 0}"
L0006921,C003417,auto,"43,401.65",7.92,36,2024-08-16,broker,charged_off,"{""credit_score"": 655, ""employment"": ""retired"", ""annual_income"": 175871, ""years_employed"": 20}"
L0009410,C000744,personal,29967.01,12.68,48,2022-05-24,partner,closed,"{""credit_score"": 674, ""employment"": ""self-employed"", ""annual_income"": 187609, ""years_employed"": 22}"
L0006411,C002872,personal,"32,550.87",17.28,24,2024-05-24,online,active,"{""credit_score"": 811, ""employment"": ""unemployed"", ""annual_income"": 98753, ""years_employed"": 0}"
L0005276,C001289,auto,"67,182.67",11.43,36,2024-12-26,online,closed,"{""credit_score"": 666, ""employment"": ""retired"", ""annual_income"": 59095, ""years_employed"": 12}"
L0005272,C004420,AUTO,"$5,584.34",14.81,36,12/27/2020,broker,active,"{""credit_score"": 755, ""employment"": ""retired"", ""annual_income"": 48063, ""years_employed"": 7}"
L0001942,C003148,mortgage,799805,5.0,360,2022-10-22,online,active,"{""credit_score"": 573, ""employment"": ""salaried"", ""annual_income"": 48180, ""years_employed"": 5}"
L0002599,C004941,Student,51593,6.19,240,2022-04-21,branch,closed,"{""credit_score"": 577, ""employment"": ""retired"", ""annual_income"": 71259, ""years_employed"": 26}"
L0001619,C001107,Auto,9353.82,5.63,48,2022-08-20,partner,active,"{""credit_score"": 806, ""employment"": ""self-employed"", ""annual_income"": 206431, ""years_employed"": 26}"
L0002411,C002381,Auto,"64,815.84",13.84,48,2021-06-04,online,active,"{""credit_score"": 685, ""employment"": ""self-employed"", ""annual_income"": 117622, ""years_employed"": 1}"
L0003370,C004974,AUTO,8068,13.76,84,2023-02-08,broker,default,"{""credit_score"": 837, ""employment"": ""self-employed"", ""annual_income"": 157229, ""years_employed"": 10}"
L0002339,C000037,Student,"$107,296.55",7.88,120,10/01/2022,broker,default,"{""credit_score"": 556, ""employment"": ""retired"", ""annual_income"": 104751, ""years_employed"": 30}"
L0004070,C003225,personal,33253.68,12.06,12,2025-01-05,branch,active,"{""credit_score"": 729, ""employment"": ""unemployed"", ""annual_income"": 75182, ""years_employed"": 25}"
L0003070,C004344,student,107916,9.91,240,22-Jul-2022,branch,active,"{""credit_score"": 747, ""employment"": ""salaried"", ""annual_income"": 142862, ""years_employed"": 13}"
L0002019,C001467,Mortgage,1370459.98,7.83,120,2023-01-24,broker,charged_off,"{""credit_score"": 572, ""employment"": ""retired"", ""annual_income"": 235902, ""years_employed"": 8}"
L0004638,C003755,personal,24618.82,12.99,36,2022-10-16,partner,closed,"{""credit_score"": 822, ""employment"": ""unemployed"", ""annual_income"": 134033, ""years_employed"": 18}"
L0004013,C004449,mortgage,1164739.89,4.34,360,2023-04-01,partner,closed,"{""credit_score"": 647, ""employment"": ""unemployed"", ""annual_income"": 79653, ""years_employed"": 4}"
L0005473,C000175,auto,14059,13.23,60,2020-01-04,partner,charged_off,"{""credit_score"": 690, ""employment"": ""unemployed"", ""annual_income"": 213838, ""years_employed"": 10}"
L0004654,C004638,personal,15872,16.07,48,30-Aug-2021,broker,default,"{""credit_score"": 667, ""employment"": ""self-employed"", ""annual_income"": 290042, ""years_employed"": 29}"
L0005228,C002352,personal,30303.86,11.07,36,2022-07-10,partner,charged_off,"{""credit_score"": 663, ""employment"": ""retired"", ""annual_income"": 234747, ""years_employed"": 12}"
L0004700,C005873,Student,81865.38,7.04,180,2021-07-06,partner,active,"{""credit_score"": 670, ""employment"": ""unemployed"", ""annual_income"": 44507, ""years_employed"": 13}"
L0001145,C005783,personal,48585.15,22.11,60,28-Nov-2022,branch,active,"{""credit_score"": 825, ""employment"": ""self-employed"", ""annual_income"": 70908, ""years_employed"": 18}"
L0000806,C002078,Auto,"$54,999.76",12.02,48,10/13/2022,branch,default,"{""credit_score"": 756, ""employment"": ""unemployed"", ""annual_income"": 298910, ""years_employed"": 18}"
L0001504,C003293,Mortgage,1845219,7.66,360,2025-04-21,partner,default,"{""credit_score"": 678, ""employment"": ""unemployed"", ""annual_income"": 226595, ""years_employed"": 1}"
